Symbol,Name,Country,Sector,Industry
GFF,Griffon Corporation Common Stock,United States,Industrials,Building Products
GFI,Gold Fields Limited American Depositary Shares,South Africa,Basic Materials,Precious Metals
GFL,GFL Environmental Inc. Subordinate voting shares no par value,,Utilities,Environmental Services
GFOR,Graf Acquisition Corp. IV Common Stock,,Finance,Blank Checks
GFX,Golden Falcon Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
GGB,Gerdau S.A. Common Stock,Brazil,Industrials,Steel/Iron Ore
GGG,Graco Inc. Common Stock,United States,Industrials,Fluid Controls
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,,Finance,Investment Managers
GHC,Graham Holdings Company Common Stock,United States,Consumer Discretionary,Educational Services
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share,,Consumer Discretionary,Hotels/Resorts
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,United States,Finance,Finance: Consumer Services
GHL,Greenhill & Co. Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
GHLD,Guild Holdings Company Class A Common Stock,,Finance,Finance: Consumer Services
GHM,Graham Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
GHY,PGIM Global High Yield Fund Inc.,United States,Finance,Trusts Except Educational Religious and Charitable
GIB,CGI Inc. Common Stock,Canada,Consumer Discretionary,Professional Services
GIC,Global Industrial Company Common Stock,United States,Industrials,Industrial Machinery/Components
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,Canada,Consumer Discretionary,Apparel
GIM,Templeton Global Income Fund Inc. Common Stock,United States,Finance,Finance Companies
GIS,General Mills Inc. Common Stock,United States,Consumer Staples,Food Chains
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,United States,Finance,Investment Bankers/Brokers/Service
GJO,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,United States,Finance,Investment Bankers/Brokers/Service
GJP,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,United States,Finance,Investment Bankers/Brokers/Service
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,United States,Finance,Investment Managers
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,United States,Finance,Investment Bankers/Brokers/Service
GKOS,Glaukos Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
GL,Globe Life Inc. Common Stock,United States,Finance,Life Insurance
GLOB,Globant S.A. Common Shares,,Technology,EDP Services
GLOP,GasLog Partners LP Common Units representing limited partnership interests,,Consumer Discretionary,Marine Transportation
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests,United States,Energy,Oil Refining/Marketing
GLT,Glatfelter Corporation Common Stock,United States,Basic Materials,Paper
GLW,Corning Incorporated Common Stock,United States,Industrials,Telecommunications Equipment
GM,General Motors Company Common Stock,United States,Consumer Discretionary,Auto Manufacturing
GME,GameStop Corporation Common Stock,United States,Consumer Discretionary,Electronics Distribution
GMED,Globus Medical Inc. Class A Common Stock,United States,Health Care,Medical/Dental Instruments
GMRE,Global Medical REIT Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
GMS,GMS Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
GNE,Genie Energy Ltd. Class B Common Stock Stock,United States,Utilities,Power Generation
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),United States,Consumer Discretionary,Marine Transportation
GNL,Global Net Lease Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
GNRC,Generac Holdlings Inc. Common Stock,United States,Consumer Discretionary,Metal Fabrications
GNT,GAMCO Natural Resources Gold & Income Trust,United States,Finance,Finance/Investors Services
GNTY,Guaranty Bancshares Inc. Common Stock,United States,Finance,Major Banks
GNW,Genworth Financial Inc Common Stock,United States,Finance,Life Insurance
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
GOGN,GoGreen Investments Corporation Class A Ordinary Shares,,Finance,Blank Checks
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares,Brazil,Consumer Discretionary,Air Freight/Delivery Services
GOLD,Barrick Gold Corporation Common Stock (BC),Canada,,
GOLF,Acushnet Holdings Corp. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,,,
GOTU,Gaotu Techedu Inc. American Depositary Shares,,Consumer Discretionary,Educational Services
GPC,Genuine Parts Company Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
GPI,Group 1 Automotive Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,United States,Utilities,Electric Utilities: Central
GPK,Graphic Packaging Holding Company,United States,Consumer Discretionary,Containers/Packaging
GPMT,Granite Point Mortgage Trust Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
GPN,Global Payments Inc. Common Stock,United States,Consumer Discretionary,Business Services
GPOR,Gulfport Energy Corporation Common Shares,United States,Energy,Oil & Gas Production
GPRK,Geopark Ltd Common Shares,Bermuda,Energy,Oil & Gas Production
GPS,Gap Inc. (The) Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
GRBK,Green Brick Partners Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
GRC,Gorman-Rupp Company (The) Common Stock,United States,Industrials,Fluid Controls
GRMN,Garmin Ltd. Common Stock (Switzerland),Switzerland,Industrials,Industrial Machinery/Components
GRND,Grindr Inc. Common Stock,Singapore,Technology,Computer Software: Prepackaged Software
GRNT,Granite Ridge Resources Inc. Common Stock,,Finance,Blank Checks
GROV,Grove Collaborative Holdings Inc. Class A Common Stock,,Consumer Discretionary,Package Goods/Cosmetics
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
GS,Goldman Sachs Group Inc. (The) Common Stock,United States,Finance,Investment Bankers/Brokers/Service
GSBD,Goldman Sachs BDC Inc. Common Stock,United States,Finance,Finance: Consumer Services
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
GSL,Global Ship Lease Inc New Class A Common Shares,United Kingdom,Consumer Discretionary,Marine Transportation
GSQB,G Squared Ascend II Inc. Class A Ordinary Shares,,Finance,Blank Checks
GTES,Gates Industrial Corporation plc Ordinary Shares,,Industrials,Industrial Machinery/Components
GTLS,Chart Industries Inc. Common Stock,United States,Industrials,Metal Fabrications
GTN,Gray Television Inc. Common Stock,United States,Industrials,Broadcasting
GTY,Getty Realty Corporation Common Stock,United States,Finance,Real Estate
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
GUT,Gabelli Utility Trust (The) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
GVA,Granite Construction Incorporated Common Stock,United States,Industrials,Military/Government/Technical
GWH,ESS Tech Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
GWRE,Guidewire Software Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
GWW,W.W. Grainger Inc. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
GXO,GXO Logistics Inc. Common Stock ,,Consumer Discretionary,Transportation Services
H,Hyatt Hotels Corporation Class A Common Stock,United States,Consumer Discretionary,Hotels/Resorts
HAE,Haemonetics Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
HAL,Halliburton Company Common Stock,United States,Energy,Oilfield Services/Equipment
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
HAYW,Hayward Holdings Inc. Common Stock,United States,Technology,Electronic Components
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,,Consumer Discretionary,Home Furnishings
HBI,Hanesbrands Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),Canada,Basic Materials,Metal Mining
HCA,HCA Healthcare Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
HCC,Warrior Met Coal Inc. Common Stock,United States,Energy,Coal Mining
HCI,HCI Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,United States,Finance,Investment Managers
HD,Home Depot Inc. (The) Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
HDB,HDFC Bank Limited Common Stock,India,Finance,Commercial Banks
HE,Hawaiian Electric Industries Inc. Common Stock,United States,Utilities,Electric Utilities: Central
HEI,Heico Corporation Common Stock,United States,Industrials,Aerospace
HEP,Holly Energy Partners L.P. Common Stock,United States,Energy,Natural Gas Distribution
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
HES,Hess Corporation Common Stock,United States,Energy,Integrated oil Companies
HESM,Hess Midstream LP Class A Share,United States,Energy,Oil & Gas Production
HFRO,Highland Income Fund,,Finance,Finance/Investors Services
HGLB,Highland Global Allocation Fund Common Stock,,Finance,Trusts Except Educational Religious and Charitable
HGTY,Hagerty Inc. Class A Common Stock,,Finance,Specialty Insurers
HGV,Hilton Grand Vacations Inc. Common Stock ,,Consumer Discretionary,Hotels/Resorts
HHC,Howard Hughes Corporation (The) Common Stock,United States,Real Estate,Real Estate Investment Trusts
HHLA,HH&L Acquisition Co. Class A Ordinary Shares,,Health Care,Medical Specialities
HI,Hillenbrand Inc Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
HIG,Hartford Financial Services Group Inc. (The) Common Stock,United States,Finance,Property-Casualty Insurers
HII,Huntington Ingalls Industries Inc. Common Stock,United States,Industrials,Metal Fabrications
HIMS,Hims & Hers Health Inc. Class A Common Stock,,Health Care,Medical/Nursing Services
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
HIPO,Hippo Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers
HIW,Highwoods Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
HIX,Western Asset High Income Fund II Inc. Common Stock,United States,Finance,Finance/Investors Services
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),,Finance,Finance: Consumer Services
HL,Hecla Mining Company Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HLF,Herbalife Ltd. Common Shares,Cayman Islands,Health Care,Other Pharmaceuticals
HLGN,Heliogen Inc. Common Stock,,Utilities,Electric Utilities: Central
HLI,Houlihan Lokey Inc. Class A Common Stock,United States,Finance,Investment Managers
HLIO,Helios Technologies Inc. Common Stock,United States,Industrials,Metal Fabrications
HLLY,Holley Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),,Consumer Discretionary,Package Goods/Cosmetics
HLT,Hilton Worldwide Holdings Inc. Common Stock ,,Consumer Discretionary,Hotels/Resorts
HLX,Helix Energy Solutions Group Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
HMA,Heartland Media Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
HMC,Honda Motor Company Ltd. Common Stock,Japan,Consumer Discretionary,Auto Manufacturing
HMN,Horace Mann Educators Corporation Common Stock,United States,Finance,Property-Casualty Insurers
HMY,Harmony Gold Mining Company Limited,South Africa,Basic Materials,Precious Metals
HNI,HNI Corporation Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
HOG,Harley-Davidson Inc. Common Stock,United States,Consumer Discretionary,Motor Vehicles
HOMB,Home BancShares Inc. Common Stock,United States,Finance,Major Banks
HOUS,Anywhere Real Estate Inc. Common Stock,United States,Finance,Real Estate
HOV,Hovnanian Enterprises Inc. Class A Common Stock,United States,Consumer Discretionary,Homebuilding
HP,Helmerich & Payne Inc. Common Stock,United States,Energy,Oil & Gas Production
HPE,Hewlett Packard Enterprise Company Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,United States,Finance,Finance Companies
